Province;Regency;Category;Name;Price;Rating;Jumlah Rating
North Sumatra;Kabupaten Deli Serdang;Alam;Waterpark Bima Utomo International;;4.1;1619
North Sumatra;Kabupaten Deli Serdang;Alam;Agrowisata Paloh Naga;;4.4;331
North Sumatra;Kabupaten Deli Serdang;Sejarah;Museum Daerah Deli Serdang;;4.4;261
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Alam Tirta Sayum Sabah;;4.4;283
North Sumatra;Kabupaten Deli Serdang;Alam;Lau Lutih Tanjung Raja Waterfall;;4.4;253
North Sumatra;Kabupaten Deli Serdang;Alam;Jembatan Lau Luhung. Gunung Meriah.;;4.5;179
North Sumatra;Kabupaten Deli Serdang;Alam;Kampung Outbound Pancur Batu;;4.5;176
North Sumatra;Kabupaten Deli Serdang;Alam;Budayaland;;4.3;351
North Sumatra;Kabupaten Deli Serdang;Alam;Nature Baths Gantang Rani;;4.3;354
North Sumatra;Kabupaten Deli Serdang;Alam;Wisata Punden Rejo;;4.3;304
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Alam Babar Sari;;4.2;508
North Sumatra;Kabupaten Deli Serdang;Alam;Taman rekreasi dan rumah susu lachio;;4.4;203
North Sumatra;Kabupaten Deli Serdang;Alam;Sini Suka Natural Bath Sibirubiru;;4.1;742
North Sumatra;Kabupaten Deli Serdang;Alam;Taman Buah Deli Serdang;;4.5;118
North Sumatra;Kabupaten Deli Serdang;Alam;HOT SPRING LAU SIGEMBURA PENEN;;4.7;115
North Sumatra;Kabupaten Deli Serdang;Alam;Air Terjun Sampuren Putih;;4.3;132
North Sumatra;Kabupaten Deli Serdang;Alam;Goa ergendang;;4.5;60
North Sumatra;Kabupaten Deli Serdang;Alam;Rekreasi Lau Penda;;4.2;248
North Sumatra;Kabupaten Deli Serdang;Alam;Wisata Kampong Lama;;4.7;67
North Sumatra;Kabupaten Deli Serdang;Alam;Wisata Sejahtera;;4.3;137
North Sumatra;Kabupaten Deli Serdang;Alam;Prima Wisata Edukasi Desa Selemak;;4.2;223
North Sumatra;Kabupaten Deli Serdang;Alam;Orangutan Haven;;4.4;87
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Kolam Renang Tiga Rasa Bukit Munthe;;4.2;180
North Sumatra;Kabupaten Deli Serdang;Alam;Sungai Buih;;4.2;180
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Alam Kenan;;4.5;52
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Alam Mitra;;4.3;98
North Sumatra;Kabupaten Deli Serdang;Alam;Medan Istana Jambu;;4.2;164
North Sumatra;Kabupaten Deli Serdang;Alam;Waterfall Pelangi Indah;;4.2;112
North Sumatra;Kabupaten Deli Serdang;Alam;Pantai Senyum;;4.4;69
North Sumatra;Kabupaten Deli Serdang;Alam;Wisata Dua Rasa;;4.5;41
North Sumatra;Kabupaten Deli Serdang;Alam;Pos Ranger Air Terjun Dua Warna Sibolangit;;4.3;39
North Sumatra;Kabupaten Deli Serdang;Alam;Air Terjun Batu Belah Sibolangit;;4.4;50
North Sumatra;Kabupaten Deli Serdang;Alam;Tugu Juang 45 Rumah Liang STM.Hulu Deli Serdang;;4.4;50
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Alam Loknya;;4.2;81
North Sumatra;Kabupaten Deli Serdang;Alam;Taman Sedulur Dirgantara;;4.2;108
North Sumatra;Kabupaten Deli Serdang;Alam;Percut Waterpark;;4.0;1628
North Sumatra;Kabupaten Deli Serdang;Alam;Struggle Waterfall;;4.5;34
North Sumatra;Kabupaten Deli Serdang;Alam;Pantai Remis;;4.3;57
North Sumatra;Kabupaten Deli Serdang;Alam;Pemandian Alam Sembahe BOLBREM;;4.4;27
North Sumatra;Kabupaten Deli Serdang;Alam;Pasar Tradisional Paloh Naga;;4.4;31
North Sumatra;Kabupaten Deli Serdang;Alam;Wisata Paloh Naga;;5.0;5
North Sumatra;Kabupaten Deli Serdang;Alam;Air Terjun Simempar;;5.0;4
North Sumatra;Kabupaten Deli Serdang;Alam;Pantai Salju;;4.0;462
North Sumatra;Kabupaten Deli Serdang;Alam;Kolam Renang Greenhill City;;4.6;12
North Sumatra;Kabupaten Deli Serdang;Alam;Taman Dewi Garden Sibolangit;;4.0;366
North Sumatra;Kabupaten Deli Serdang;Sejarah;Museum Sejarah AlQur'an Sumatera Utara;;4.3;6
North Sumatra;Kabupaten Deli Serdang;Alam;Pantai Alam Serdang;;4.0;43
North Sumatra;Kabupaten Deli Serdang;Alam;Danau Linting;;4.3;587
North Sumatra;Kabupaten Deli Serdang;Alam;TAMAN ALAMTA JAYA;;4.0;183
North Sumatra;Kabupaten Humbang Hasundutan;Alam;Sipinsur Park Geosite and Pine Forest;;4.6;4476
North Sumatra;Kabupaten Humbang Hasundutan;Alam;Air Terjun Janji;;4.5;1103
North Sumatra;Kabupaten Humbang Hasundutan;Sejarah;Istana Raja Sisingamangaraja;;4.6;455
North Sumatra;Kabupaten Humbang Hasundutan;Alam;Aek Sipangolu Bakkara;;4.4;231
North Sumatra;Kabupaten Humbang Hasundutan;Alam;Tuan Nagani Paradise;;4.3;205
North Sumatra;Kabupaten Humbang Hasundutan;Alam;SERIBU GOA BANUAREA;;4.9;17
North Sumatra;Kabupaten Humbang Hasundutan;Alam;Simamora Island;;5.0;8
North Sumatra;Kabupaten Karo ;Alam;Mikie Funland;;4.6;6991
North Sumatra;Kabupaten Karo ;Alam;Pariban Hot Spring;;4.4;10380
North Sumatra;Kabupaten Karo ;Alam;Air Terjun Sipiso Piso;;4.5;2605
North Sumatra;Kabupaten Karo ;Alam;Pasar Buah Berastagi;;4.3;12081
North Sumatra;Kabupaten Karo ;Alam;Taman Alam Lumbini;;4.4;3545
North Sumatra;Kabupaten Karo ;Alam;Kebun Efi;;4.4;3598
North Sumatra;Kabupaten Karo ;Alam;Monument Historique Berastagi;;4.5;2284
North Sumatra;Kabupaten Karo ;Alam;Gundaling Hill Top;;4.4;2138
North Sumatra;Kabupaten Karo ;Alam;Gundaling Farmstead Berastagi;;4.3;3162
North Sumatra;Kabupaten Karo ;Alam;Pangambatan. Merek. Karo Regency. North Sumatra 22173;;4.4;1451
North Sumatra;Kabupaten Karo ;Alam;Puncak 2000 Siosar;;4.5;1071
North Sumatra;Kabupaten Karo ;Sejarah;Tugu Kol;;4.3;1885
North Sumatra;Kabupaten Karo ;Alam;GaBOk;;4.5;755
North Sumatra;Kabupaten Karo ;Alam;TAHURA (Taman Hutan Raya);;4.2;1385
North Sumatra;Kabupaten Karo ;Pendidikan;Lingga Cultural Village;;4.5;327
North Sumatra;Kabupaten Karo ;Pendidikan;Replika Pagoda Shwedagon;;4.4;410
North Sumatra;Kabupaten Karo ;Sejarah;Museum Pahlawan Nasional Jamin Gintings;;4.6;289
North Sumatra;Kabupaten Karo ;Alam;Mejuah Juah Park Berastagi;;4.3;672
North Sumatra;Kabupaten Karo ;Alam;Danau Lau Kawar;;4.3;515
North Sumatra;Kabupaten Karo ;Religi;Pagoda Taman Wisata Alam Lumbini;;4.5;273
North Sumatra;Kabupaten Karo ;Alam;Taman Bunga Sapo Juma;;4.4;258
North Sumatra;Kabupaten Karo ;Religi;Museum Pusaka Karo  Berastagi;;4.4;146
North Sumatra;Kabupaten Karo ;Alam;Pemandian Air Panas Ginting Desa Semangat Gunung Kec. Merdeka Kab Karo;;4.6;109
North Sumatra;Kabupaten Karo ;Alam;Pantai SINALSAL Tongging;;4.5;85
North Sumatra;Kabupaten Karo ;Alam;One Tree Hill. Taman Simalem Resort;;4.6;88
North Sumatra;Kabupaten Karo ;Alam;Taman Seribu Bunga Raya;;4.1;262
North Sumatra;Kabupaten Karo ;Alam;Bukit Gajah Bobok;;4.2;82
North Sumatra;Kabupaten Karo ;Alam;Puncak Pelangkah Gading. Kutambaru. Munte. Karo. Sumut;;4.5;20
North Sumatra;Kabupaten Karo ;Alam;Desa Wisata Raya;;4.6;7
North Sumatra;Kabupaten Labuhanbatu;Alam;Linggahara Water Falls;;3.7;172
North Sumatra;Kabupaten Labuhanbatu;Alam;Barumun River;;4.2;5
North Sumatra;Kabupaten Labuhanbatu;Sejarah;Tugu Juang 45 Lobusona;;3.7;294
North Sumatra;Kabupaten Labuhanbatu;Alam;Sapadia Boombara Waterpark;;3.7;495
North Sumatra;Kabupaten Labuhanbatu;Alam;Bilah River Bridge Rantauprapat;;4.2;76
North Sumatra;Kabupaten Labuhanbatu;Alam;Pemandian Alam Siraorao;;4.1;38
North Sumatra;Kabupaten Labuhanbatu;Alam;Wisata Alam Pantai Geger;;4.0;27
North Sumatra;Kabupaten Labuhanbatu;Alam;Pemandian Gunung Gajah Firdaus;;4.0;40
North Sumatra;Kabupaten Labuhanbatu Selatan;Alam;Pandayangan Indah;;4.0;82
North Sumatra;Kabupaten Labuhanbatu Selatan;Sejarah;ISTANA KOTA BAHRAN;;5.0;3
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Hadabuan Hill;;5.0;5
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Pulo Bisky (Pantai Wisky);;4.1;48
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Wisata Alam Aek Buru;;3.7;53
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Puncak Hauma Hela;;4.1;30
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Wisata Sawah Labura;;4.3;164
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Wisata Alam Aek Sordang;;4.0;81
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;KAMPUNG NUSANTARA;;4.3;21
North Sumatra;Kabupaten Labuhanbatu Utara;Alam;Lorong Negeri Padang Halaban View;;4.5;90
North Sumatra;Kabupaten Langkat;Religi;Azizi Mosque;;4.7;1910
North Sumatra;Kabupaten Langkat;Alam;Lapangan Tengku Amir Hamzah Stabat;;4.3;2603
North Sumatra;Kabupaten Langkat;Alam;Penatapan Pamah Simelir;;4.5;627
North Sumatra;Kabupaten Langkat;Alam;Tangkahan;;4.5;612
North Sumatra;Kabupaten Langkat;Alam;Pelaruga;;4.5;376
North Sumatra;Kabupaten Langkat;Alam;Kolam Karona Sakti Pamah Semelir;;4.6;339
North Sumatra;Kabupaten Langkat;Alam;Lau Kulap;;4.3;724
North Sumatra;Kabupaten Langkat;Alam;Landak River;;4.4;356
North Sumatra;Kabupaten Langkat;Alam;Bukit Lawang Ecotourism;;4.6;276
North Sumatra;Kabupaten Langkat;Alam;NAMU SIRASIRA;;4.1;840
North Sumatra;Kabupaten Langkat;Alam;Frog Rock Tour;;4.4;219
North Sumatra;Kabupaten Langkat;Alam;Trekking Orangutan Sumatra;;4.6;135
North Sumatra;Kabupaten Langkat;Alam;Air Terjun TerohTeroh Petar;;4.6;104
North Sumatra;Kabupaten Langkat;Alam;Bohorok;;;
North Sumatra;Kabupaten Langkat;Alam;Stabat;;;
North Sumatra;Kabupaten Langkat;Alam;Sei Bingai;;;
North Sumatra;Kabupaten Langkat;Alam;Tanjung Pura;;;
North Sumatra;Kabupaten Langkat;Alam;Binjai;;;
North Sumatra;Kabupaten Langkat;Alam;Selesai;;;
North Sumatra;Kabupaten Langkat;Alam;Kuala;;;
North Sumatra;Kabupaten Langkat;Alam;Wampu;;;
North Sumatra;Kabupaten Langkat;Alam;Pematang Jaya;;;
North Sumatra;Kabupaten Langkat;Alam;Bohorok;;;
North Sumatra;Kabupaten Langkat;Alam;Pematang Jaya;;;
North Sumatra;Kabupaten Langkat;Alam;Bohorok;;;
North Sumatra;Kabupaten Langkat;Alam;Stabat;;;
North Sumatra;Kabupaten Langkat;Alam;Tanjung Pura;;;
North Sumatra;Kabupaten Langkat;Alam;Kuala;;;
North Sumatra;Kabupaten Langkat;Alam;Besitang;;;
North Sumatra;Kabupaten Langkat;Alam;Secanggang;;;
North Sumatra;Kabupaten Langkat;Alam;Salapian;;;
North Sumatra;Kabupaten Langkat;Alam;Pangkalan Susu;;;
North Sumatra;Kabupaten Langkat;Alam;Gebang;;;
North Sumatra;Kabupaten Langkat;Alam;Batang Serangan;;;
North Sumatra;Kabupaten Langkat;Alam;Hinai;;;
North Sumatra;Kabupaten Langkat;Alam;Kutambaru;;;
North Sumatra;Kabupaten Langkat;Alam;Padang Tualang;;;
North Sumatra;Kabupaten Langkat;Alam;Babalan;;;
North Sumatra;Kabupaten Langkat;Alam;Serapit;;;
North Sumatra;Kabupaten Langkat;Alam;West Brandan;;;
North Sumatra;Kabupaten Langkat;Alam;Sei Lepan;;;
North Sumatra;Kabupaten Langkat;Sejarah;Azizi Mosque;;4.7;1.912
North Sumatra;Kabupaten Langkat;Alam;Sawit Seberang;;;
North Sumatra;Kabupaten Langkat;Alam;Lapangan Tengku Amir Hamzah Stabat;;4.3;2.605
North Sumatra;Kabupaten Langkat;Alam;Penatapan Pamah Simelir;;4.5;628
North Sumatra;Kabupaten Langkat;Alam;Wisata Alam Bukit Lawang;;4.5;639
North Sumatra;Kabupaten Langkat;Alam;Tangkahan;;4.5;613
North Sumatra;Kabupaten Langkat;Alam;Pelaruga;;4.5;377
North Sumatra;Kabupaten Langkat;Alam;Kolam Karona Sakti Pamah Semelir;;4.6;339
North Sumatra;Kabupaten Langkat;Alam;Lau Kulap;;4.3;725
North Sumatra;Kabupaten Langkat;Alam;Landak River;;4.4;356
North Sumatra;Kabupaten Langkat;Alam;Bukit Lawang Ecotourism;;4.6;276
North Sumatra;Kabupaten Langkat;Alam;NAMU SIRASIRA;;4.1;841
North Sumatra;Kabupaten Langkat;Alam;Frog Rock Tour;;4.4;218
North Sumatra;Kabupaten Langkat;Alam;Trekking Orangutan Sumatra;;4.6;135
North Sumatra;Kabupaten Langkat;Alam;Air Terjun TerohTeroh Petar;;4.6;105
North Sumatra;Kabupaten Langkat;Alam;Pantai Biru;;4.2;351
North Sumatra;Kabupaten Langkat;Alam;Mangrove tour Lubuk Kertang;;4.2;386
North Sumatra;Kabupaten Langkat;Alam;Wisata Batu Katak;;4.1;306
North Sumatra;Kabupaten Langkat;Alam;Pantai Sentabi Group;;4.3;114
North Sumatra;Kabupaten Langkat;Alam;Kolam Renang Devari Lau Kulap. Telagah. Langkat;;4.4;70
North Sumatra;Kabupaten Langkat;Alam;THE YO'S HILL.. Kampung Wisata;;4.2;157
North Sumatra;Kabupaten Langkat;Alam;RUMAH LADANG SIMELIR;;4.8;49
North Sumatra;Kabupaten Langkat;Alam;Lyza Outbount;;4.2;178
North Sumatra;Kabupaten Langkat;Alam;simolap jungle hotspring;;4.4;62
North Sumatra;Kabupaten Langkat;Alam;Tangkahan The Hidden Paradise;;4.6;51
North Sumatra;Kabupaten Langkat;Alam;Air Terjun Namo Belanga;;4.3;62
North Sumatra;Kabupaten Langkat;Alam;Selang Pangeran;;4.7;42
North Sumatra;Kabupaten Langkat;Alam;Pemandian Alam Wak Jowo;;4.3;55
North Sumatra;Kabupaten Langkat;Alam;Taman Mafezana;;4.3;56
North Sumatra;Kabupaten Langkat;Alam;Air Terjun Saringgana;;4.9;15
North Sumatra;Kabupaten Langkat;Alam;Sumatra Orangutan Discovery Villa;;5.0;22
North Sumatra;Kabupaten Langkat;Alam;Orangutan Experience;;5.0;2
North Sumatra;Kabupaten Langkat;Alam;Wisata Jona Garden;;4.0;624
North Sumatra;Kabupaten Langkat;Alam;Danau Karona;;4.7;23
North Sumatra;Kabupaten Langkat;Alam;Wisata Pemandian Alam SENTABI;;4.4;28
North Sumatra;Kabupaten Langkat;Alam;Rock Island;;5.0;1
North Sumatra;Kabupaten Langkat;Alam;Telaga Cinta Bukit Lawang;;4.6;16
North Sumatra;Kabupaten Langkat;Alam;Jungle Trekking Sumatra;;4.7;9
North Sumatra;Kabupaten Langkat;Alam;Wisata Batu Rongring;;4.9;14
North Sumatra;Kabupaten Langkat;Alam;One Heart Hill;;4.1;56
North Sumatra;Kabupaten Langkat;Alam;Pantai Sengon;;4.4;14
North Sumatra;Kabupaten Langkat;Alam;Aras Napal 242;;4.5;11
North Sumatra;Kabupaten Langkat;Alam;Air Terjun Jodoh Semelir;;4.2;34
North Sumatra;Kabupaten Langkat;Alam;Tangkahan Ecotourism;;4.4;8
North Sumatra;Kabupaten Langkat;Alam;Rindu alam bukit lawang;;4.4;7
North Sumatra;Kabupaten Langkat;Alam;Bat Cave Bukit Lawang;;4.3;27
North Sumatra;Kabupaten Langkat;Alam;Pantai Kodok;;4.4;17
North Sumatra;Kabupaten Langkat;Alam;RUDANG MAYANG;;4.0;178
North Sumatra;Kabupaten Langkat;Sejarah;MUSEUM DAERAH KABUPATEN LANGKAT;;4.0;106
North Sumatra;Kabupaten Langkat;Alam;Bohorok River;;3.6;7
North Sumatra;Kabupaten Langkat;Alam;Pantai Florida;;4.0;37
North Sumatra;Kabupaten Langkat;Alam;Bingai River;;4.5;2
North Sumatra;Kabupaten Langkat;Alam;Lau Mentar;;5.0;1
North Sumatra;Kabupaten Langkat;Alam;Bukit Lawang Tourism Guide Association;;;
North Sumatra;Kabupaten Langkat;Alam;Waterpark RIA;;3.9;466
North Sumatra;Kabupaten Langkat;Alam;Dragon Plate;;3.8;17
North Sumatra;Kabupaten Langkat;Alam;Pantai 46;;3.8;185
North Sumatra;Kabupaten Langkat;Alam;Pantai Jigo;;3.8;90
North Sumatra;Kabupaten Langkat;Alam;Pantai Pasir Hitam . Desa Kwala Gebang.;;3.8;182
North Sumatra;Kabupaten Langkat;Alam;Gua Kampret;;3.7;3
North Sumatra;Kabupaten Langkat;Alam;Wisata Jona Garden Binjai;;3.6;24
North Sumatra;Kabupaten Langkat;Alam;Jembatan Sei Wampu;;3.7;308
North Sumatra;Kabupaten Langkat;Alam;PANTAI NAMU SIRA SIRA LANGKAT;;3.0;2
North Sumatra;Kabupaten Mandailing Natal;Alam;Bohorok;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Stabat;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Sei Bingai;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Tanjung Pura;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Binjai;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Selesai;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Kuala;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Wampu;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Pematang Jaya;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Bohorok;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Pematang Jaya;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Bohorok;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Stabat;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Tanjung Pura;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Kuala;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Besitang;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Secanggang;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Salapian;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Pangkalan Susu;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Gebang;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Batang Serangan;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Hinai;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Kutambaru;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Padang Tualang;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Babalan;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Serapit;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;West Brandan;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Sei Lepan;;;
North Sumatra;Kabupaten Mandailing Natal;Sejarah;Azizi Mosque;;4.7;1.912
North Sumatra;Kabupaten Mandailing Natal;Alam;Sawit Seberang;;;
North Sumatra;Kabupaten Mandailing Natal;Alam;Lapangan Tengku Amir Hamzah Stabat;;4.3;2.605
North Sumatra;Kabupaten Mandailing Natal;Alam;Penatapan Pamah Simelir;;4.5;628
North Sumatra;Kabupaten Mandailing Natal;Alam;Wisata Alam Bukit Lawang;;4.5;639
North Sumatra;Kabupaten Mandailing Natal;Alam;Tangkahan;;4.5;613
North Sumatra;Kabupaten Mandailing Natal;Alam;Pelaruga;;4.5;377
North Sumatra;Kabupaten Mandailing Natal;Alam;Kolam Karona Sakti Pamah Semelir;;4.6;339
North Sumatra;Kabupaten Mandailing Natal;Alam;Lau Kulap;;4.3;725
North Sumatra;Kabupaten Mandailing Natal;Alam;Landak River;;4.4;356
North Sumatra;Kabupaten Mandailing Natal;Alam;Bukit Lawang Ecotourism;;4.6;276
North Sumatra;Kabupaten Mandailing Natal;Alam;NAMU SIRASIRA;;4.1;841
North Sumatra;Kabupaten Mandailing Natal;Alam;Frog Rock Tour;;4.4;218
North Sumatra;Kabupaten Mandailing Natal;Alam;Trekking Orangutan Sumatra;;4.6;135
North Sumatra;Kabupaten Mandailing Natal;Alam;Air Terjun TerohTeroh Petar;;4.6;105
North Sumatra;Kabupaten Mandailing Natal;Alam;Pantai Biru;;4.2;351
North Sumatra;Kabupaten Mandailing Natal;Alam;Mangrove tour Lubuk Kertang;;4.2;386
North Sumatra;Kabupaten Mandailing Natal;Alam;Wisata Batu Katak;;4.1;306
North Sumatra;Kabupaten Mandailing Natal;Alam;Pantai Sentabi Group;;4.3;114
North Sumatra;Kabupaten Mandailing Natal;Alam;Kolam Renang Devari Lau Kulap. Telagah. Langkat;;4.4;70
North Sumatra;Kabupaten Mandailing Natal;Alam;THE YO'S HILL.. Kampung Wisata;;4.2;157
North Sumatra;Kabupaten Mandailing Natal;Alam;RUMAH LADANG SIMELIR;;4.8;49
North Sumatra;Kabupaten Mandailing Natal;Alam;Lyza Outbount;;4.2;178
North Sumatra;Kabupaten Mandailing Natal;Alam;simolap jungle hotspring;;4.4;62
North Sumatra;Kabupaten Mandailing Natal;Alam;Tangkahan The Hidden Paradise;;4.6;51
North Sumatra;Kabupaten Mandailing Natal;Alam;Air Terjun Namo Belanga;;4.3;62
North Sumatra;Kabupaten Mandailing Natal;#N/A;Selang Pangeran;;4.7;42
North Sumatra;Kabupaten Mandailing Natal;Alam;Pemandian Alam Wak Jowo;;4.3;55
North Sumatra;Kabupaten Mandailing Natal;Alam;Taman Mafezana;;4.3;56
North Sumatra;Kabupaten Mandailing Natal;Alam;Air Terjun Saringgana;;4.9;15
North Sumatra;Kabupaten Mandailing Natal;Alam;Sumatra Orangutan Discovery Villa;;5.0;22
North Sumatra;Kabupaten Mandailing Natal;Alam;Orangutan Experience;;5.0;2
North Sumatra;Kabupaten Mandailing Natal;Alam;Wisata Jona Garden;;4.0;624
North Sumatra;Kabupaten Mandailing Natal;Alam;Danau Karona;;4.7;23
North Sumatra;Kabupaten Mandailing Natal;Alam;Wisata Pemandian Alam SENTABI;;4.4;28
North Sumatra;Kabupaten Mandailing Natal;Alam;Rock Island;;5.0;1
North Sumatra;Kabupaten Mandailing Natal;Alam;Telaga Cinta Bukit Lawang;;4.6;16
North Sumatra;Kabupaten Mandailing Natal;Alam;Jungle Trekking Sumatra;;4.7;9
North Sumatra;Kabupaten Mandailing Natal;Alam;Wisata Batu Rongring;;4.9;14
North Sumatra;Kabupaten Mandailing Natal;Alam;One Heart Hill;;4.1;56
North Sumatra;Kabupaten Mandailing Natal;Alam;Pantai Sengon;;4.4;14
North Sumatra;Kabupaten Mandailing Natal;Alam;Aras Napal 242;;4.5;11
North Sumatra;Kabupaten Mandailing Natal;Alam;Air Terjun Jodoh Semelir;;4.2;34
North Sumatra;Kabupaten Mandailing Natal;Alam;Tangkahan Ecotourism;;4.4;8
North Sumatra;Kabupaten Mandailing Natal;Alam;Rindu alam bukit lawang;;4.4;7
North Sumatra;Kabupaten Mandailing Natal;Alam;Bat Cave Bukit Lawang;;4.3;27
North Sumatra;Kabupaten Mandailing Natal;Alam;Pantai Kodok;;4.4;17
North Sumatra;Kabupaten Mandailing Natal;Alam;RUDANG MAYANG;;4.0;178
